0.000000,0.005397,-0.003983,-0.001131,0.001172,0.030348
1.000000,0.007222,0.000885,-0.000873,-0.000031,0.007445
2.000000,0.009684,0.001072,-0.001213,-0.000185,0.000463
3.000000,0.010504,0.001334,-0.001602,-0.000278,-0.003714
4.000000,0.005602,0.002513,-0.001884,-0.000771,-0.006533
5.000000,-0.000655,0.002371,-0.002155,-0.000680,-0.000937
6.000000,-0.005451,0.000885,-0.003094,-0.001384,-0.016537
7.000000,-0.003931,0.002877,-0.002331,-0.001351,0.008066
8.000000,-0.003946,0.003279,-0.002588,-0.001454,-0.003788
9.000000,-0.000844,0.002379,-0.001733,-0.001486,0.008973
10.000000,-0.000188,-0.000421,-0.002202,-0.000895,0.002348
11.000000,0.004056,-0.000698,0.000093,-0.000815,0.004679
12.000000,0.001131,-0.001400,-0.000164,-0.001275,-0.006557
13.000000,0.004225,0.000139,0.000737,-0.001021,0.011680
14.000000,0.001405,0.000281,0.001397,-0.001162,-0.005122
15.000000,-0.002929,-0.001558,0.000406,-0.001956,-0.019327
16.000000,-0.003295,0.000380,0.000633,-0.001936,0.002852
17.000000,-0.001889,-0.000379,0.001249,-0.001681,0.000474
18.000000,-0.004985,-0.000380,0.001449,-0.001852,-0.003802
19.000000,-0.000374,0.000516,0.001447,-0.000983,0.017933
20.000000,0.003678,0.000375,-0.000023,-0.001343,0.000935
21.000000,0.006995,0.001850,0.000576,0.000679,0.019436
22.000000,0.005336,0.001724,0.000162,0.000465,-0.007822
23.000000,0.009486,0.002250,0.001195,0.001241,0.016946
24.000000,0.003891,0.001758,0.001019,0.001517,-0.010041
25.000000,0.003704,0.003691,0.001066,0.001501,0.000000
26.000000,-0.001011,0.002992,0.001686,0.001419,-0.004137
27.000000,0.002388,0.003862,0.001742,0.002120,0.009170
28.000000,-0.002008,0.003739,0.001679,0.002213,-0.005033
29.000000,0.002552,0.003222,0.001869,0.002039,0.012762
30.000000,0.003636,0.003670,0.002022,0.001208,0.005420
31.000000,0.004013,0.001501,0.001676,0.000884,-0.002255
32.000000,0.001546,0.001967,0.001845,0.000764,-0.003165
33.000000,-0.000459,-0.001234,0.000508,0.000385,-0.015058
34.000000,-0.005045,-0.001246,0.000256,0.000264,-0.010166
35.000000,-0.005017,-0.000690,0.001500,0.000481,0.005558
36.000000,-0.008202,-0.002095,0.000449,0.000426,-0.018178
37.000000,-0.007193,-0.002824,0.000519,0.000220,0.001880
38.000000,-0.002591,-0.001525,0.001107,0.000611,0.007950
39.000000,-0.000465,-0.002755,0.000233,0.000327,0.000466
40.000000,-0.001949,-0.003483,0.000093,0.000187,-0.001864
41.000000,0.002431,-0.002885,-0.000692,0.000155,0.003724
42.000000,0.004089,-0.001552,0.000207,0.000713,0.010171
43.000000,0.005331,0.001370,0.000068,0.000796,0.014159
44.000000,0.007313,0.003424,0.001089,0.001312,0.010377
