1.000000,0.007091,0.002231,0.001414,-0.001450,0.001063,0.012886,0.024779,0.015147,0.043239,0.017646,0.000000
1.000000,0.016852,0.010657,0.001569,-0.000013,0.000729,0.012958,0.024878,0.015537,0.043802,0.018012,0.000000
1.000000,0.017091,0.011476,0.002797,0.001993,0.001536,0.013366,0.025351,0.014691,0.043487,0.021100,0.000000
1.000000,0.011861,0.015670,0.004232,0.002121,0.002189,0.013004,0.023272,0.012742,0.039629,0.017876,0.000000
1.000000,0.006727,0.011925,0.006922,0.002310,0.001999,0.012733,0.023010,0.012954,0.039394,0.017459,0.000000
1.000000,0.005332,0.011573,0.006902,0.003451,0.002246,0.012800,0.022928,0.012631,0.039165,0.017307,0.000000
1.000000,-0.005502,0.007102,0.008880,0.003000,0.002502,0.012719,0.023424,0.013066,0.039458,0.017377,0.000000
1.000000,-0.002890,0.003106,0.007291,0.003572,0.000288,0.012817,0.022752,0.012299,0.040007,0.017795,0.000000
1.000000,0.002296,0.001193,0.008431,0.003967,0.000831,0.012045,0.023295,0.014221,0.041140,0.014892,0.000000
1.000000,0.014419,0.002731,0.007328,0.004872,0.001385,0.012020,0.026262,0.013562,0.041247,0.021196,0.000000
1.000000,-0.009167,-0.000169,0.005702,0.003558,0.000934,0.012070,0.026775,0.013572,0.041026,0.021904,0.000000
1.000000,0.005141,0.001960,0.004531,0.003050,0.001501,0.011524,0.025951,0.014180,0.038720,0.018370,0.000000
1.000000,-0.008017,0.000934,0.002020,0.002408,0.002002,0.011038,0.025516,0.015156,0.036369,0.013959,0.000000
1.000000,-0.003565,-0.000238,0.000477,0.002355,0.001573,0.010636,0.024194,0.016226,0.038057,0.010717,0.000000
1.000000,-0.000255,-0.003173,-0.000221,0.003350,0.001466,0.010306,0.024043,0.014945,0.035944,0.009331,0.000000
1.000000,0.009481,0.000557,0.000194,0.003548,0.002365,0.010279,0.023283,0.015190,0.036121,0.007114,0.000000
1.000000,0.018118,0.003152,0.002556,0.005718,0.002852,0.010839,0.022044,0.012959,0.033960,0.005287,0.000000
1.000000,-0.006308,0.003494,0.002214,0.004753,0.003120,0.011235,0.019468,0.011562,0.036113,0.004341,0.000000
